2.532600000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.914100000000000000e+04,2.420294284820556641e+00,1.000000000000000000e+00,2.420294284820556641e+00
2.946800000000000000e+04,1.220178604125976562e+00,4.000000000000000000e+00,3.050446510314941406e-01
3.031100000000000000e+04,3.203598856925964355e+01,3.000000000000000000e+00,1.067866285641988178e+01
3.041200000000000000e+04,1.231660902500152588e+02,1.400000000000000000e+01,8.797577875001090675e+00
3.045200000000000000e+04,1.504114270210266113e+01,2.000000000000000000e+00,7.520571351051330566e+00
3.093200000000000000e+04,8.273095488548278809e+01,3.000000000000000000e+00,2.757698496182759484e+01
3.101800000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.144600000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.151700000000000000e+04,1.838374137878417969e+01,1.000000000000000000e+00,1.838374137878417969e+01
3.221400000000000000e+04,4.890382289886474609e+00,2.000000000000000000e+00,2.445191144943237305e+00
3.230900000000000000e+04,6.306778192520141602e+01,6.000000000000000000e+00,1.051129698753356934e+01
3.236100000000000000e+04,3.964369297027587891e+01,3.000000000000000000e+00,1.321456432342529297e+01
3.238600000000000000e+04,1.354086995124816895e+01,3.000000000000000000e+00,4.513623317082722686e+00
3.243600000000000000e+04,1.093818247318267822e+02,4.000000000000000000e+00,2.734545618295669556e+01
3.309700000000000000e+04,1.595345735549926758e+01,2.000000000000000000e+00,7.976728677749633789e+00
3.323400000000000000e+04,3.464694917201995850e+02,3.000000000000000000e+01,1.154898305733998676e+01
3.333800000000000000e+04,2.143657207489013672e+00,1.000000000000000000e+00,2.143657207489013672e+00
3.334100000000000000e+04,4.554092884063720703e-01,2.000000000000000000e+00,2.277046442031860352e-01
3.355700000000000000e+04,1.857818961143493652e+01,4.000000000000000000e+00,4.644547402858734131e+00
3.445800000000000000e+04,1.751183271408081055e+01,3.000000000000000000e+00,5.837277571360270478e+00
3.446500000000000000e+04,3.673494458198547363e+01,4.000000000000000000e+00,9.183736145496368408e+00
3.448500000000000000e+04,3.771215081214904785e+01,3.000000000000000000e+00,1.257071693738301654e+01
3.459300000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.465400000000000000e+04,2.823111414909362793e+01,3.000000000000000000e+00,9.410371383031209902e+00
3.470700000000000000e+04,3.619438409805297852e+00,1.000000000000000000e+00,3.619438409805297852e+00
3.472300000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.489100000000000000e+04,2.255322933197021484e+01,7.000000000000000000e+00,3.221889904567173613e+00
3.493300000000000000e+04,2.130874991416931152e+01,4.000000000000000000e+00,5.327187478542327881e+00
3.507200000000000000e+04,1.135380864143371582e+01,5.000000000000000000e+00,2.270761728286743164e+00
3.510200000000000000e+04,6.473064422607421875e-01,2.000000000000000000e+00,3.236532211303710938e-01
3.533000000000000000e+04,5.708754062652587891e-01,1.000000000000000000e+00,5.708754062652587891e-01
3.546600000000000000e+04,1.180199384689331055e+01,4.000000000000000000e+00,2.950498461723327637e+00
3.547100000000000000e+04,3.335160017013549805e+00,1.000000000000000000e+00,3.335160017013549805e+00
3.550900000000000000e+04,1.979649066925048828e-01,1.000000000000000000e+00,1.979649066925048828e-01
3.557500000000000000e+04,8.257693052291870117e+00,3.000000000000000000e+00,2.752564350763956558e+00
3.558300000000000000e+04,3.038805246353149414e+02,2.200000000000000000e+01,1.381275111978704295e+01
3.563800000000000000e+04,5.568051338195800781e+01,5.000000000000000000e+00,1.113610267639160156e+01
3.568500000000000000e+04,3.978508114814758301e+01,5.000000000000000000e+00,7.957016229629516602e+00
3.569800000000000000e+04,4.645669460296630859e+00,2.000000000000000000e+00,2.322834730148315430e+00
3.572200000000000000e+04,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
3.573100000000000000e+04,8.269637823104858398e+00,4.000000000000000000e+00,2.067409455776214600e+00
3.575300000000000000e+04,2.146482467651367188e+00,3.000000000000000000e+00,7.154941558837890625e-01
3.575500000000000000e+04,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
3.595300000000000000e+04,5.587141513824462891e+01,5.000000000000000000e+00,1.117428302764892578e+01
3.595500000000000000e+04,2.498469352722167969e+01,3.000000000000000000e+00,8.328231175740560488e+00
3.606000000000000000e+04,1.857544839382171631e+02,2.400000000000000000e+01,7.739770164092381499e+00
3.608600000000000000e+04,7.396006584167480469e+00,4.000000000000000000e+00,1.849001646041870117e+00
3.608900000000000000e+04,1.028003573417663574e+02,1.200000000000000000e+01,8.566696445147195860e+00
3.647300000000000000e+04,4.037404060363769531e+00,2.000000000000000000e+00,2.018702030181884766e+00
3.671200000000000000e+04,1.216519892215728760e+02,9.000000000000000000e+00,1.351688769128587531e+01
3.711500000000000000e+04,5.884370207786560059e+01,7.000000000000000000e+00,8.406243153980799576e+00
3.711700000000000000e+04,1.915224194526672363e+01,4.000000000000000000e+00,4.788060486316680908e+00
3.712200000000000000e+04,5.338543653488159180e+00,1.000000000000000000e+00,5.338543653488159180e+00
3.712500000000000000e+04,1.231207251548767090e+01,2.000000000000000000e+00,6.156036257743835449e+00
3.714300000000000000e+04,2.861085534095764160e+01,3.000000000000000000e+00,9.536951780319213867e+00
3.715900000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.717800000000000000e+04,3.294568061828613281e+01,3.000000000000000000e+00,1.098189353942871094e+01
3.717900000000000000e+04,4.497984647750854492e+01,1.100000000000000000e+01,4.089076952500776407e+00
3.720000000000000000e+04,3.400961816310882568e+02,2.400000000000000000e+01,1.417067423462867737e+01
3.721100000000000000e+04,6.899905204772949219e+01,1.700000000000000000e+01,4.058767767513499436e+00
3.721200000000000000e+04,2.779459953308105469e+00,2.000000000000000000e+00,1.389729976654052734e+00
3.722000000000000000e+04,6.671059131622314453e+00,4.000000000000000000e+00,1.667764782905578613e+00
3.723000000000000000e+04,1.789167523384094238e+01,3.000000000000000000e+00,5.963891744613647461e+00
3.725100000000000000e+04,1.371033132076263428e+02,1.500000000000000000e+01,9.140220880508422852e+00
3.726500000000000000e+04,1.609092295169830322e+02,1.600000000000000000e+01,1.005682684481143951e+01
3.726700000000000000e+04,1.439393162727355957e+01,3.000000000000000000e+00,4.797977209091186523e+00
3.728600000000000000e+04,1.071703433990478516e+00,2.000000000000000000e+00,5.358517169952392578e-01
3.766900000000000000e+04,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
3.773700000000000000e+04,1.379210948944091797e+01,2.000000000000000000e+00,6.896054744720458984e+00
3.776300000000000000e+04,7.586191296577453613e+01,6.000000000000000000e+00,1.264365216096242328e+01
3.777800000000000000e+04,3.210619091987609863e+01,1.000000000000000000e+00,3.210619091987609863e+01
3.778400000000000000e+04,3.202497363090515137e+01,6.000000000000000000e+00,5.337495605150858857e+00
3.779200000000000000e+04,2.757145762443542480e+02,3.000000000000000000e+01,9.190485874811807676e+00
3.787400000000000000e+04,2.575384378433227539e+01,1.000000000000000000e+00,2.575384378433227539e+01
3.806100000000000000e+04,9.875547885894775391e+00,6.000000000000000000e+00,1.645924647649129158e+00
3.813400000000000000e+04,9.523433446884155273e+00,2.000000000000000000e+00,4.761716723442077637e+00
3.813800000000000000e+04,5.440592765808105469e-01,1.000000000000000000e+00,5.440592765808105469e-01
3.816500000000000000e+04,5.164126157760620117e+01,7.000000000000000000e+00,7.377323082515171215e+00
3.847000000000000000e+04,8.795324563980102539e+01,1.700000000000000000e+01,5.173720331753001389e+00
3.856900000000000000e+04,3.069925308227539062e+00,1.000000000000000000e+00,3.069925308227539062e+00
3.857800000000000000e+04,1.648717999458312988e+02,1.600000000000000000e+01,1.030448749661445618e+01
3.858800000000000000e+04,9.697324037551879883e+00,1.000000000000000000e+00,9.697324037551879883e+00
3.859400000000000000e+04,3.299295902252197266e-01,1.000000000000000000e+00,3.299295902252197266e-01
3.859600000000000000e+04,3.199807405471801758e+01,4.000000000000000000e+00,7.999518513679504395e+00
3.860000000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.863500000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.864300000000000000e+04,8.575109243392944336e+01,1.600000000000000000e+01,5.359443277120590210e+00
3.864500000000000000e+04,1.517838239669799805e+00,1.000000000000000000e+00,1.517838239669799805e+00
3.864600000000000000e+04,3.869243860244750977e+01,3.000000000000000000e+00,1.289747953414916992e+01
3.865800000000000000e+04,2.565127611160278320e+00,2.000000000000000000e+00,1.282563805580139160e+00
3.867000000000000000e+04,4.731983542442321777e+01,9.000000000000000000e+00,5.257759491602580049e+00
3.868400000000000000e+04,2.262184619903564453e+01,1.000000000000000000e+00,2.262184619903564453e+01
3.869100000000000000e+04,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
3.869700000000000000e+04,3.009798526763916016e+01,5.000000000000000000e+00,6.019597053527832031e+00
3.870100000000000000e+04,2.100372314453125000e+00,1.000000000000000000e+00,2.100372314453125000e+00
3.870400000000000000e+04,4.911100864410400391e+00,2.000000000000000000e+00,2.455550432205200195e+00
3.870700000000000000e+04,6.329563140869140625e+02,3.900000000000000000e+01,1.622964907915164190e+01
3.873700000000000000e+04,2.032514512538909912e+02,2.700000000000000000e+01,7.527831527921888366e+00
3.875700000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.876000000000000000e+04,8.082960247993469238e+01,1.000000000000000000e+01,8.082960247993469238e+00
3.878500000000000000e+04,7.629102468490600586e+01,6.000000000000000000e+00,1.271517078081766705e+01
3.881500000000000000e+04,8.053338527679443359e+00,2.000000000000000000e+00,4.026669263839721680e+00
3.884300000000000000e+04,3.058854937553405762e+01,3.000000000000000000e+00,1.019618312517801861e+01
3.884700000000000000e+04,1.809526085853576660e+01,3.000000000000000000e+00,6.031753619511921904e+00
